,identifiers,country,gender,age,stratum,education,efficacy1,efficacy2,efficacy3,efficacy4,efficacy5,efficacy6,efficacy7,efficacy8,PVMATH1,PVMATH2,PVMATH3,PVMATH4,PVMATH5
14,NLD5280000NLD00021052800000000100015,NLD,1.0,15.42,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,635.1535,592.3119,607.8906,646.0586,606.3328
15,NLD5280000NLD00021052800000000100016,NLD,2.0,15.83,2.0,6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,621.7557,638.8924,648.2396,612.4085,614.7453
16,NLD5280000NLD00021052800000000100017,NLD,2.0,16.17,2.0,6,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,578.9921,590.6761,586.7814,577.4342,582.1078
17,NLD5280000NLD00021052800000000100018,NLD,1.0,15.42,2.0,6,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,627.442,629.7788,611.8632,580.7057,618.8737
18,NLD5280000NLD00021052800000000100019,NLD,1.0,16.0,2.0,6,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,558.6618,590.5982,590.5982,573.4616,584.3667
19,NLD5280000NLD00021052800000000100020,NLD,2.0,15.5,2.0,6,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,566.6069,589.1961,554.1439,562.7123,568.9438
20,NLD5280000NLD00021052800000000100021,NLD,1.0,15.5,2.0,6,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,575.5647,577.1226,602.8275,574.7858,612.9537
21,NLD5280000NLD00021052800000000100022,NLD,2.0,15.83,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,507.0182,543.6283,530.3864,538.9547,552.9755
22,NLD5280000NLD00021052800000000100023,NLD,2.0,16.17,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,548.8472,561.3102,571.4364,545.7314,537.1631
23,NLD5280000NLD00021052800000000100024,NLD,2.0,15.5,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,709.8536,729.327,738.6742,737.1164,709.0746
24,NLD5280000NLD00021052800000000100025,NLD,2.0,16.08,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,635.9324,628.922,647.6165,632.0377,657.7426
25,NLD5280000NLD00021052800000000100026,NLD,1.0,15.5,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,639.6713,656.8079,693.418,608.5138,634.2187
26,NLD5280000NLD00021052800000000100027,NLD,2.0,15.5,2.0,6,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,626.8967,602.7496,654.1595,628.4546,574.7079
27,NLD5280000NLD00021052800000000100028,NLD,1.0,15.5,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,650.2648,637.8018,601.1918,630.0125,632.3493
28,NLD5280000NLD00021052800000000100029,NLD,2.0,15.67,2.0,6,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,617.16,588.3393,593.7919,572.7606,580.5499
29,NLD5280000NLD00021052800000000100030,NLD,1.0,16.08,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,615.4463,609.2148,641.9302,633.3619,621.6778
30,NLD5280000NLD00011052800000000200031,NLD,1.0,15.83,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,443.3011,442.5222,456.5431,465.1114,493.1531
31,NLD5280000NLD00011052800000000200032,NLD,1.0,15.5,1.0,5,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,436.5244,495.7236,489.4921,449.7663,453.661
32,NLD5280000NLD00011052800000000200033,NLD,2.0,15.58,1.0,5,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,410.7415,425.5414,430.9939,405.289,416.1941
33,NLD5280000NLD00011052800000000200034,NLD,2.0,15.42,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,403.108,340.793,453.7389,354.8138,414.0131
34,NLD5280000NLD00011052800000000200035,NLD,2.0,15.58,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,466.8251,497.9826,422.4256,438.7833,444.2359
35,NLD5280000NLD00011052800000000200036,NLD,2.0,16.17,1.0,5,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,461.9956,473.6797,430.0592,430.0592,466.6693
36,NLD5280000NLD00011052800000000200037,NLD,2.0,15.75,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,460.5157,499.4625,514.2623,520.4938,502.5783
37,NLD5280000NLD00011052800000000200038,NLD,2.0,16.17,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,365.4853,400.5375,360.0327,337.4435,353.0223
38,NLD5280000NLD00011052800000000200039,NLD,2.0,15.58,1.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,524.8559,538.0978,520.9612,533.4242,499.9299
39,NLD5280000NLD00011052800000000200040,NLD,2.0,15.67,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,426.3203,423.9835,399.0575,363.2264,409.1837
40,NLD5280000NLD00011052800000000200041,NLD,1.0,15.75,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,448.5979,485.9869,453.2715,446.2611,453.2715
41,NLD5280000NLD00011052800000000200042,NLD,2.0,15.75,1.0,5,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,332.7699,342.8961,384.1798,388.0745,342.1172
42,NLD5280000NLD00011052800000000200043,NLD,1.0,15.5,1.0,5,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,457.5557,494.9447,461.4504,445.8716,476.2502
43,NLD5280000NLD00011052800000000200044,NLD,2.0,15.58,1.0,5,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,500.9425,487.7006,496.2689,479.1323,481.4691
44,NLD5280000NLD00011052800000000200045,NLD,2.0,15.33,1.0,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,417.8299,425.6193,380.4409,441.198,434.1876
45,NLD5280000NLD00011052800000000200046,NLD,1.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,399.0575,426.3203,423.2045,430.215,437.2254
46,NLD5280000NLD00011052800000000200047,NLD,2.0,15.33,1.0,5,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,567.2301,559.4407,527.5043,554.7671,508.0308
47,NLD5280000NLD00011052800000000200048,NLD,2.0,15.33,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,451.3242,417.8299,460.6714,424.0614,455.9978
48,NLD5280000NLD00011052800000000200049,NLD,2.0,15.5,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,451.9473,472.9787,481.547,464.4103,469.8629
49,NLD5280000NLD00011052800000000200050,NLD,2.0,15.92,1.0,5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,470.1745,439.017,460.0483,446.8064,463.943
50,NLD5280000NLD00011052800000000200051,NLD,2.0,15.83,1.0,5,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,423.9835,387.3734,392.047,441.899,413.8573
51,NLD5280000NLD00011052800000000200052,NLD,2.0,15.75,1.0,5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,468.4608,473.1344,471.5766,446.6506,455.9978
52,NLD5280000NLD00011052800000000200053,NLD,2.0,15.67,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,356.138,363.9274,431.695,377.9483,398.2007
53,NLD5280000NLD00011052800000000200054,NLD,1.0,15.83,1.0,5,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,409.8847,440.2633,416.8952,461.2946,448.0527
54,NLD5280000NLD00011052800000000200055,NLD,2.0,15.92,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,412.6889,408.0153,441.5096,433.7202,396.3312
55,NLD5280000NLD00011052800000000200056,NLD,1.0,16.0,1.0,5,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,442.0548,415.571,421.8025,415.571,438.9391
56,NLD5280000NLD00021052800000000300057,NLD,1.0,15.25,2.0,6,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,552.7419,576.8889,588.573,548.8472,551.9629
57,NLD5280000NLD00021052800000000300058,NLD,2.0,15.5,2.0,6,2.0,2.0,2.0,2.0,2.0,9.0,2.0,9.0,656.1069,678.6961,631.1809,632.7387,631.1809
58,NLD5280000NLD00021052800000000300059,NLD,1.0,15.92,2.0,6,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,676.3592,623.3915,658.4437,703.6221,679.475
59,NLD5280000NLD00021052800000000300060,NLD,2.0,15.42,2.0,6,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,520.4938,486.2206,523.6096,461.2946,536.0726
60,NLD5280000NLD00021052800000000300061,NLD,1.0,15.33,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,589.1182,628.0651,603.9181,590.6761,604.697
61,NLD5280000NLD00021052800000000300062,NLD,2.0,15.83,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,543.9399,590.6761,575.8763,578.2131,577.4342
62,NLD5280000NLD00021052800000000300063,NLD,2.0,15.25,2.0,6,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,620.8989,641.1513,625.5725,595.9729,632.583
63,NLD5280000NLD00021052800000000300064,NLD,2.0,15.42,2.0,6,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,611.318,614.4337,619.1073,620.6652,630.7914
64,NLD5280000NLD00021052800000000300065,NLD,1.0,16.17,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,628.7662,656.8079,658.3658,637.3345,618.64
65,NLD5280000NLD00021052800000000300066,NLD,2.0,15.58,2.0,6,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,593.8698,626.5851,653.848,618.7958,606.3328
66,NLD5280000NLD00021052800000000300067,NLD,2.0,15.33,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,518.2349,554.0661,526.8032,549.3924,539.2662
67,NLD5280000NLD00021052800000000300068,NLD,1.0,15.75,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,601.8149,568.3206,539.4999,560.5312,547.2893
68,NLD5280000NLD00021052800000000300069,NLD,1.0,15.75,2.0,6,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,575.8763,568.8659,601.5812,560.2976,559.5186
69,NLD5280000NLD00021052800000000300070,NLD,1.0,16.0,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,602.4381,638.2692,588.4172,627.3641,595.4276
70,NLD5280000NLD00021052800000000300071,NLD,2.0,15.75,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,674.1782,619.6526,636.0103,673.3993,659.3784
71,NLD5280000NLD00021052800000000300072,NLD,1.0,15.67,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,529.6074,508.5761,524.1549,514.8076,519.4812
72,NLD5280000NLD00021052800000000300073,NLD,1.0,15.83,2.0,6,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,556.325,580.472,570.3458,595.2718,554.7671
73,NLD5280000NLD00021052800000000300074,NLD,1.0,15.33,2.0,6,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,561.7775,578.1352,589.8193,554.7671,602.2823
74,NLD5280000NLD00021052800000000300075,NLD,1.0,16.0,2.0,6,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,595.5055,561.2323,563.5691,561.2323,551.885
75,NLD5280000NLD00021052800000000300076,NLD,1.0,15.5,2.0,6,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,449.8442,480.2228,410.8973,449.0653,449.0653
76,NLD5280000NLD00021052800000000300077,NLD,2.0,16.17,2.0,6,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,611.7853,638.2692,648.3954,631.2588,614.9011
77,NLD5280000NLD00021052800000000300078,NLD,1.0,15.58,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,668.492,686.4075,667.713,666.9341,698.8705
78,NLD5280000NLD00021052800000000300079,NLD,2.0,15.83,2.0,6,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,617.6274,651.1217,634.764,651.1217,645.6691
79,NLD5280000NLD00021052800000000300080,NLD,1.0,15.67,2.0,6,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,638.5808,621.4442,580.1605,606.6443,570.0343
80,NLD5280000NLD00021052800000000300081,NLD,1.0,15.42,2.0,6,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,633.5956,629.7009,587.6383,561.1544,612.5643
81,NLD5280000NLD00021052800000000300082,NLD,1.0,16.08,2.0,6,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,626.1957,635.5429,601.2697,620.7431,616.8484
82,NLD5280000NLD00021052800000000300083,NLD,2.0,15.25,2.0,6,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,566.6069,594.6487,585.3014,541.6809,621.9115
83,NLD5280000NLD00021052800000000300084,NLD,2.0,16.0,2.0,6,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,652.9132,667.713,670.0499,657.5869,700.4284
84,NLD5280000NLD00021052800000000300085,NLD,1.0,15.33,2.0,6,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,670.9067,645.9807,701.2852,683.3697,628.0651
85,NLD5280000NLD00011052800000000400086,NLD,2.0,15.33,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,332.8478,381.1419,385.8155,372.5736,392.826
86,NLD5280000NLD00011052800000000400087,NLD,1.0,15.5,1.0,5,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,436.3686,366.2642,416.8952,447.2737,428.5792
87,NLD5280000NLD00011052800000000400088,NLD,2.0,16.0,1.0,5,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,431.9286,478.6649,455.2968,437.3812,460.7493
88,NLD5280000NLD00011052800000000400089,NLD,2.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,388.6197,384.725,355.1254,397.188,443.1453
89,NLD5280000NLD00011052800000000400090,NLD,2.0,16.0,1.0,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,466.0461,432.5518,460.5936,408.4047,456.6989
90,NLD5280000NLD00011052800000000400091,NLD,2.0,15.83,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,397.5775,384.3356,328.2521,354.7359,374.9883
91,NLD5280000NLD00011052800000000400092,NLD,2.0,15.67,1.0,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,409.9626,385.0366,400.6154,417.752,430.215
92,NLD5280000NLD00011052800000000400093,NLD,1.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,480.8459,514.3402,501.0983,498.7615,511.2245
93,NLD5280000NLD00011052800000000400094,NLD,2.0,15.42,1.0,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,421.1014,418.7646,365.7969,316.7238,355.6707
94,NLD5280000NLD00011052800000000400095,NLD,1.0,15.42,1.0,5,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,419.3099,446.5727,447.3516,388.1524,396.7207
95,NLD5280000NLD00011052800000000400096,NLD,2.0,15.5,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,483.2606,493.3868,521.4286,522.9864,495.7236
96,NLD5280000NLD00011052800000000400097,NLD,1.0,15.42,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,411.5984,394.4618,493.3868,413.9352,444.3138
97,NLD5280000NLD00011052800000000400098,NLD,2.0,15.83,1.0,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,496.0352,455.5305,423.594,446.9621,506.1614
98,NLD5280000NLD00011052800000000400099,NLD,2.0,15.75,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,487.8564,508.8877,495.6457,498.7615,518.2349
99,NLD5280000NLD00011052800000000400100,NLD,1.0,15.25,1.0,5,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,496.2689,458.8799,448.7537,553.9103,493.9321
100,NLD5280000NLD00011052800000000400101,NLD,1.0,15.25,1.0,5,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,560.2197,518.157,530.62,527.5043,522.8307
101,NLD5280000NLD00011052800000000400102,NLD,2.0,16.17,1.0,5,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,351.5423,406.8469,419.3099,389.7102,342.974
102,NLD5280000NLD00011052800000000400103,NLD,1.0,15.83,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,504.1362,479.2102,497.9047,473.7576,475.3155
103,NLD5280000NLD00011052800000000400104,NLD,2.0,15.25,1.0,5,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,404.1206,434.4991,464.0988,461.762,447.7411
104,NLD5280000NLD00011052800000000400105,NLD,1.0,16.08,1.0,5,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,473.7576,473.7576,444.9369,421.5688,486.9995
105,NLD5280000NLD00011052800000000400106,NLD,2.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,478.7428,445.2485,451.48,462.3851,505.2267
106,NLD5280000NLD00011052800000000400107,NLD,1.0,16.0,1.0,5,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,482.4817,475.4713,547.1335,489.4921,477.8081
107,NLD5280000NLD00011052800000000500108,NLD,1.0,16.0,1.0,5,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,381.843,416.1162,419.232,444.158,470.6418
108,NLD5280000NLD00011052800000000500109,NLD,2.0,15.25,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,498.7615,508.1087,508.8877,445.7937,509.6666
109,NLD5280000NLD00011052800000000500110,NLD,2.0,15.83,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,517.3781,544.6409,498.6836,538.4094,505.694
110,NLD5280000NLD00011052800000000500111,NLD,2.0,16.17,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,423.8277,432.396,479.9112,446.4169,434.7328
111,NLD5280000NLD00011052800000000500112,NLD,2.0,15.5,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,507.2519,509.5887,513.4834,557.1039,518.157
112,NLD5280000NLD00011052800000000500113,NLD,1.0,16.0,1.0,5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,543.9399,560.2976,515.1192,511.2245,564.9712
113,NLD5280000NLD00011052800000000500114,NLD,2.0,15.67,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,473.0566,434.8886,475.3934,502.6562,448.1305
114,NLD5280000NLD00011052800000000500115,NLD,2.0,15.67,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,510.134,502.3446,490.6605,493.7763,543.6283
115,NLD5280000NLD00011052800000000500116,NLD,1.0,15.92,1.0,5,4.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,343.5971,334.2499,398.9017,361.5127,356.8391
116,NLD5280000NLD00011052800000000500117,NLD,1.0,15.5,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,374.9883,431.8508,378.883,432.6297,376.5462
117,NLD5280000NLD00011052800000000500118,NLD,2.0,16.0,1.0,5,1.0,9.0,4.0,2.0,2.0,1.0,3.0,1.0,499.6183,462.2293,408.4826,484.0396,477.8081
118,NLD5280000NLD00011052800000000500119,NLD,2.0,16.0,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,484.5848,463.5535,435.5118,476.7955,486.9216
119,NLD5280000NLD00011052800000000500120,NLD,1.0,16.17,1.0,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,406.3016,401.628,375.1441,392.2807,400.0701
120,NLD5280000NLD00011052800000000500121,NLD,1.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,597.1413,595.5834,564.4259,605.7096,609.6043
121,NLD5280000NLD00011052800000000500122,NLD,2.0,15.25,1.0,5,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,494.4773,478.8986,484.3511,475.0039,483.5722
122,NLD5280000NLD00011052800000000500123,NLD,2.0,16.0,1.0,5,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,469.084,477.6523,496.3468,479.2102,469.8629
123,NLD5280000NLD00011052800000000500124,NLD,1.0,16.0,1.0,5,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,518.3128,548.6914,521.4286,498.8394,518.3128
124,NLD5280000NLD00011052800000000500125,NLD,2.0,15.58,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,538.5652,549.4703,572.8384,562.7123,526.1022
125,NLD5280000NLD00011052800000000500126,NLD,2.0,16.08,1.0,5,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,480.8459,499.5404,490.1932,520.5717,480.8459
126,NLD5280000NLD00011052800000000500127,NLD,1.0,15.42,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,596.1287,567.308,578.9921,518.2349,563.4133
127,NLD5280000NLD00011052800000000500128,NLD,2.0,15.33,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,539.9673,535.2937,549.3145,492.4521,515.0413
128,NLD5280000NLD00011052800000000500129,NLD,2.0,15.5,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,446.4948,408.3268,413.0005,438.7054,406.769
129,NLD5280000NLD00011052800000000500130,NLD,2.0,15.83,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,494.8668,446.5727,510.4456,511.2245,452.0252
130,NLD5280000NLD00011052800000000500131,NLD,2.0,16.17,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,531.1653,498.4499,494.5552,512.4708,529.6074
131,NLD5280000NLD00011052800000000500132,NLD,2.0,15.67,1.0,5,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,485.208,492.9974,485.208,445.4822,477.4186
132,NLD5280000NLD00011052800000000500133,NLD,1.0,15.83,1.0,5,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,482.5596,420.2446,460.7493,428.034,395.3186
133,NLD5280000NLD00011052800000000600134,NLD,1.0,16.08,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,395.8638,433.2528,393.527,381.064,402.8743
134,NLD5280000NLD00011052800000000600135,NLD,2.0,15.42,1.0,5,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,509.5887,451.1684,509.5887,486.2206,472.9787
135,NLD5280000NLD00011052800000000600136,NLD,1.0,16.08,1.0,5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,420.1667,423.2824,442.7559,450.5453,427.9561
136,NLD5280000NLD00011052800000000600137,NLD,1.0,15.67,1.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,391.346,387.4513,428.735,387.4513,416.272
137,NLD5280000NLD00011052800000000600138,NLD,2.0,15.92,1.0,5,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,471.966,450.1558,482.0922,501.5657,476.6397
138,NLD5280000NLD00011052800000000600139,NLD,1.0,15.58,1.0,5,9.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,490.8163,530.5421,502.5004,546.8998,504.0583
139,NLD5280000NLD00011052800000000600140,NLD,1.0,16.17,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,477.107,403.8869,416.3499,453.7389,492.6858
140,NLD5280000NLD00011052800000000600141,NLD,2.0,15.83,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,319.2943,383.1672,339.5467,362.1358,307.6102
141,NLD5280000NLD00011052800000000600142,NLD,2.0,15.42,1.0,5,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,460.282,492.9974,485.208,464.1767,461.0609
142,NLD5280000NLD00011052800000000600143,NLD,2.0,15.33,1.0,5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,463.164,439.7959,476.406,447.5853,440.5749
143,NLD5280000NLD00011052800000000600144,NLD,1.0,15.25,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,462.2293,403.0301,459.1136,383.5566,429.5139
144,NLD5280000NLD00011052800000000600145,NLD,1.0,15.67,1.0,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,424.373,405.6785,374.521,384.6471,411.91
145,NLD5280000NLD00011052800000000600146,NLD,1.0,15.83,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,366.3421,419.3099,408.4047,394.3839,427.8782
146,NLD5280000NLD00011052800000000600147,NLD,2.0,16.0,1.0,5,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,436.3686,438.7054,442.6001,465.1893,402.0953
147,NLD5280000NLD00011052800000000600148,NLD,2.0,15.33,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,448.2084,405.3669,435.7454,450.5453,463.0083
148,NLD5280000NLD00011052800000000600149,NLD,1.0,16.0,1.0,5,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,452.7263,463.6314,450.3895,449.6105,431.695
149,NLD5280000NLD00011052800000000600150,NLD,2.0,15.75,1.0,5,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,407.0026,373.5083,375.8451,382.0766,389.0871
150,NLD5280000NLD00011052800000000600151,NLD,1.0,15.42,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,457.8673,468.7724,445.4043,461.762,447.7411
151,NLD5280000NLD00011052800000000600152,NLD,2.0,15.83,1.0,5,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,468.5387,462.3072,463.0862,460.7493,454.5178
152,NLD5280000NLD00011052800000000600153,NLD,1.0,15.75,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,388.8534,402.8743,391.9692,398.2007,384.1798
153,NLD5280000NLD00011052800000000600154,NLD,2.0,15.67,1.0,5,2.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,438.8612,414.7141,429.5139,400.6933,423.2824
154,NLD5280000NLD00011052800000000600155,NLD,1.0,15.42,1.0,5,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,353.8791,355.437,364.0053,388.1524,356.2159
155,NLD5280000NLD00011052800000000600156,NLD,2.0,16.08,1.0,5,3.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,427.7224,398.1228,422.2698,399.6806,412.9226
156,NLD5280000NLD00011052800000000600157,NLD,2.0,15.33,1.0,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,342.195,383.4787,384.2577,392.826,374.1315
157,NLD5280000NLD00011052800000000600158,NLD,1.0,15.33,1.0,5,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,391.9692,418.453,423.9056,420.7898,418.453
158,NLD5280000NLD00011052800000000600159,NLD,1.0,15.33,1.0,5,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,427.0213,395.8638,394.306,418.453,398.9796
159,NLD5280000NLD00021052800000000700160,NLD,1.0,15.58,2.0,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,586.0025,618.7179,622.6126,610.1496,607.8127
160,NLD5280000NLD00021052800000000700161,NLD,2.0,16.08,2.0,6,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,544.3293,552.8976,513.9508,548.224,571.5921
